id,organizationId,name,headcount,healthScore,createdAt,updatedAt
dddc067c-99a3-459a-8d83-52ca0a07ecb8,16515368-eaa7-4613-9890-9e32f0aeb2ba,Engineering,126,79.1,2025-11-17T20:33:44.259500,2025-11-17T20:33:44.259501
c2d3babd-057a-4cfb-9f5e-2261710aa924,16515368-eaa7-4613-9890-9e32f0aeb2ba,Product,24,76.6,2025-11-17T20:33:44.259508,2025-11-17T20:33:44.259509
f0a0a493-f3bc-41db-b6a7-72a906f0d01f,16515368-eaa7-4613-9890-9e32f0aeb2ba,Design,171,89.1,2025-11-17T20:33:44.259515,2025-11-17T20:33:44.259516
6bdd00d2-e37b-4b26-b83d-b1e12d767e64,16515368-eaa7-4613-9890-9e32f0aeb2ba,Marketing,156,66.1,2025-11-17T20:33:44.259523,2025-11-17T20:33:44.259524
bf2bbb81-a72f-453d-824a-4b93fe4a3d83,16515368-eaa7-4613-9890-9e32f0aeb2ba,Sales,79,86.4,2025-11-17T20:33:44.259536,2025-11-17T20:33:44.259537
85d1e0e9-ca8b-47a1-b9e9-240c075f3592,16515368-eaa7-4613-9890-9e32f0aeb2ba,Customer Success,65,74.0,2025-11-17T20:33:44.259544,2025-11-17T20:33:44.259545
f753b347-794b-412d-8e77-1e44c858b1d1,16515368-eaa7-4613-9890-9e32f0aeb2ba,Operations,163,89.3,2025-11-17T20:33:44.259552,2025-11-17T20:33:44.259553
aa8c3785-3b01-4ccc-9eff-ec1db18acb74,16515368-eaa7-4613-9890-9e32f0aeb2ba,Finance,71,76.7,2025-11-17T20:33:44.259562,2025-11-17T20:33:44.259563
070793e5-844e-4fd1-b93a-4922cbc197e6,16515368-eaa7-4613-9890-9e32f0aeb2ba,HR,99,72.6,2025-11-17T20:33:44.259570,2025-11-17T20:33:44.259571
fec80701-820d-456d-9ca0-9d316bc267dc,16515368-eaa7-4613-9890-9e32f0aeb2ba,Legal,173,82.7,2025-11-17T20:33:44.259582,2025-11-17T20:33:44.259583
ed221d2d-5da9-40e9-a7b5-45ecd4d22dce,497bcb7e-9da5-40e5-8031-e847512b8e93,Engineering,156,79.5,2025-11-17T20:33:44.287554,2025-11-17T20:33:44.287555
df147218-9f32-4c6d-b172-cd7e09c7ef54,497bcb7e-9da5-40e5-8031-e847512b8e93,Product,128,69.4,2025-11-17T20:33:44.287567,2025-11-17T20:33:44.287567
fe58c055-7717-4c70-83b4-0d5026d34882,497bcb7e-9da5-40e5-8031-e847512b8e93,Design,15,72.3,2025-11-17T20:33:44.287574,2025-11-17T20:33:44.287575
0c26730e-8f0d-4b9a-adb2-ebe17f7f7389,497bcb7e-9da5-40e5-8031-e847512b8e93,Marketing,79,62.7,2025-11-17T20:33:44.287586,2025-11-17T20:33:44.287587
e1bfb7f9-fa28-4463-8a96-9efb2e8ab6d1,497bcb7e-9da5-40e5-8031-e847512b8e93,Sales,26,80.4,2025-11-17T20:33:44.287602,2025-11-17T20:33:44.287603
4bdb1cf2-1d7a-4512-809d-640f11fe8c8f,497bcb7e-9da5-40e5-8031-e847512b8e93,Customer Success,159,80.4,2025-11-17T20:33:44.287612,2025-11-17T20:33:44.287613
026de00c-e13d-498b-90d9-9f1b39409d7d,497bcb7e-9da5-40e5-8031-e847512b8e93,Operations,193,91.1,2025-11-17T20:33:44.287618,2025-11-17T20:33:44.287619
8325c168-f3d2-4c7f-836d-a6e2b07cd207,497bcb7e-9da5-40e5-8031-e847512b8e93,Finance,164,78.7,2025-11-17T20:33:44.287624,2025-11-17T20:33:44.287625
c6b40e35-c194-4edb-aeb1-e5c3dc78b157,497bcb7e-9da5-40e5-8031-e847512b8e93,HR,91,83.0,2025-11-17T20:33:44.287631,2025-11-17T20:33:44.287631
b88cd83e-000e-46c0-b3de-707cd36ee699,497bcb7e-9da5-40e5-8031-e847512b8e93,Legal,41,89.6,2025-11-17T20:33:44.287637,2025-11-17T20:33:44.287638
92b3361e-178f-435a-a450-2b7c88976813,6031510e-9ab6-4a91-8041-36d78c7abedb,Engineering,145,77.4,2025-11-17T20:33:44.310827,2025-11-17T20:33:44.310829
3503d846-39e2-4c80-b1e7-f07854dcd2a3,6031510e-9ab6-4a91-8041-36d78c7abedb,Product,148,63.5,2025-11-17T20:33:44.310839,2025-11-17T20:33:44.310840
eb6ba051-7ed3-4d52-ba81-ac67fe3bb9d6,6031510e-9ab6-4a91-8041-36d78c7abedb,Design,131,68.3,2025-11-17T20:33:44.310847,2025-11-17T20:33:44.310847
b024d5f8-9a90-43c7-aa9c-e27d9e4598b5,6031510e-9ab6-4a91-8041-36d78c7abedb,Marketing,38,77.8,2025-11-17T20:33:44.310858,2025-11-17T20:33:44.310859
cd934c76-c239-4c94-8ec9-945317e0956c,6031510e-9ab6-4a91-8041-36d78c7abedb,Sales,144,71.8,2025-11-17T20:33:44.310866,2025-11-17T20:33:44.310866
ae0d1b7c-2393-4962-8c2b-659c9b5fd75c,6031510e-9ab6-4a91-8041-36d78c7abedb,Customer Success,97,65.2,2025-11-17T20:33:44.310881,2025-11-17T20:33:44.310884
d4f832e0-6c63-405d-8a5b-a79509a624a3,6031510e-9ab6-4a91-8041-36d78c7abedb,Operations,103,65.6,2025-11-17T20:33:44.310896,2025-11-17T20:33:44.310897
525f36dc-9d83-46ab-a364-8a58c7c80f06,6031510e-9ab6-4a91-8041-36d78c7abedb,Finance,39,73.7,2025-11-17T20:33:44.310906,2025-11-17T20:33:44.310907
737f0369-f517-4a69-a2b5-db2ae31b49ff,6031510e-9ab6-4a91-8041-36d78c7abedb,HR,52,82.7,2025-11-17T20:33:44.310918,2025-11-17T20:33:44.310919
bdd9ef21-28df-4712-a401-c4ef847dbf17,6031510e-9ab6-4a91-8041-36d78c7abedb,Legal,187,94.0,2025-11-17T20:33:44.310930,2025-11-17T20:33:44.310931
e59bc61e-74fb-47bc-9a58-9e05dfeebe86,09713e14-8a54-474e-a48a-64a44426ede0,Engineering,86,92.3,2025-11-17T20:33:44.321318,2025-11-17T20:33:44.321319
b6a04cf0-db05-4de3-9d8f-57c3cec377a2,09713e14-8a54-474e-a48a-64a44426ede0,Product,81,67.7,2025-11-17T20:33:44.321328,2025-11-17T20:33:44.321329
4ff09f47-abd4-4e63-be37-28a16b2655d9,09713e14-8a54-474e-a48a-64a44426ede0,Design,35,63.7,2025-11-17T20:33:44.321339,2025-11-17T20:33:44.321340
3f718fe3-56f6-4544-8897-c92f947db386,09713e14-8a54-474e-a48a-64a44426ede0,Marketing,27,81.9,2025-11-17T20:33:44.321348,2025-11-17T20:33:44.321349
18589206-95c7-4d38-8468-83b1503c4301,09713e14-8a54-474e-a48a-64a44426ede0,Sales,119,77.0,2025-11-17T20:33:44.321358,2025-11-17T20:33:44.321359
15d21f76-120e-4577-b629-359d0edce5de,09713e14-8a54-474e-a48a-64a44426ede0,Customer Success,98,91.0,2025-11-17T20:33:44.321375,2025-11-17T20:33:44.321376
ec06eb66-29da-4297-a51a-7f9b608c3080,09713e14-8a54-474e-a48a-64a44426ede0,Operations,45,84.0,2025-11-17T20:33:44.321387,2025-11-17T20:33:44.321387
53b71137-6ccc-4d06-84a9-070c93c51d1d,09713e14-8a54-474e-a48a-64a44426ede0,Finance,24,76.6,2025-11-17T20:33:44.321394,2025-11-17T20:33:44.321395
f7ca9f18-c940-49aa-bcfd-252b75ff82ee,09713e14-8a54-474e-a48a-64a44426ede0,HR,72,93.1,2025-11-17T20:33:44.321402,2025-11-17T20:33:44.321403
8a4c8988-1213-4987-ad0d-641a679f8f8e,09713e14-8a54-474e-a48a-64a44426ede0,Legal,60,72.4,2025-11-17T20:33:44.321409,2025-11-17T20:33:44.321410
a5810941-47c4-483b-aede-ed7261d7d271,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Engineering,198,90.6,2025-11-17T20:33:44.350242,2025-11-17T20:33:44.350243
d0fdd896-8a4c-4e2b-8a6b-de084e11e3f3,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Product,30,74.0,2025-11-17T20:33:44.350249,2025-11-17T20:33:44.350250
53f6232a-8455-4ace-8076-833f8b114f74,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Design,88,87.7,2025-11-17T20:33:44.350262,2025-11-17T20:33:44.350263
17401624-8e11-419a-95ee-066a7c05d2b1,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Marketing,159,61.4,2025-11-17T20:33:44.350268,2025-11-17T20:33:44.350269
9ea6630d-e1a2-4389-9e08-1dc354c08f7e,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Sales,153,82.7,2025-11-17T20:33:44.350282,2025-11-17T20:33:44.350283
e1265efb-7567-4ba4-a90f-99e2e1e695fa,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Customer Success,160,90.9,2025-11-17T20:33:44.350291,2025-11-17T20:33:44.350292
a3770f11-df43-4956-ac87-0d72c30df3b9,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Operations,117,89.6,2025-11-17T20:33:44.350298,2025-11-17T20:33:44.350298
cef534e5-a850-4b45-898f-43fc7e66ca97,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Finance,23,61.3,2025-11-17T20:33:44.350304,2025-11-17T20:33:44.350305
3fe1da2f-9e01-4ed4-a29f-c70c396108be,4ed7866c-d31b-42aa-8b74-5094e869c4d3,HR,169,79.7,2025-11-17T20:33:44.350310,2025-11-17T20:33:44.350311
2101dc40-d44c-49d7-8f50-d3c03234eda3,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Legal,26,72.7,2025-11-17T20:33:44.350327,2025-11-17T20:33:44.350328
bad3da12-62c7-46a2-a63c-856b8cb12ab3,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Engineering,85,76.5,2025-11-17T20:33:44.379327,2025-11-17T20:33:44.379328
e20c3c23-b28b-41f0-a48e-cbe1bc40cd15,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Product,167,81.5,2025-11-17T20:33:44.379335,2025-11-17T20:33:44.379336
70ccfe01-7895-465f-b91a-fc5eab665e00,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Design,121,95.0,2025-11-17T20:33:44.379350,2025-11-17T20:33:44.379351
b34c13eb-af28-4cf3-8777-725ff5acb088,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Marketing,195,77.1,2025-11-17T20:33:44.379357,2025-11-17T20:33:44.379358
495f2047-11b6-461e-ac74-1dc7e8297ee7,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Sales,192,60.1,2025-11-17T20:33:44.379364,2025-11-17T20:33:44.379365
66d8ad6a-e858-4947-9f37-17be214adc9c,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Customer Success,192,66.2,2025-11-17T20:33:44.379375,2025-11-17T20:33:44.379376
5c7dc213-48ad-4242-a1b6-97dbfd291e73,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Operations,155,67.4,2025-11-17T20:33:44.379387,2025-11-17T20:33:44.379388
5d9d246a-0d04-49b4-9d91-fbf01ce21672,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Finance,178,64.6,2025-11-17T20:33:44.379401,2025-11-17T20:33:44.379402
07c43579-2490-47a6-adcc-3185271b6fac,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,HR,47,93.6,2025-11-17T20:33:44.379410,2025-11-17T20:33:44.379410
ccbc6a8d-b215-4157-87f6-a0d6221b0fc7,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Legal,169,81.8,2025-11-17T20:33:44.379420,2025-11-17T20:33:44.379421
f23efe58-f11d-4757-9680-3bc8d16e2fae,bc233657-babe-4732-b78f-26e216b55361,Engineering,130,85.4,2025-11-17T20:33:44.410300,2025-11-17T20:33:44.410302
96f4a579-05af-44ac-82e5-84db3a5c4bb2,bc233657-babe-4732-b78f-26e216b55361,Product,115,71.0,2025-11-17T20:33:44.410317,2025-11-17T20:33:44.410319
aa8382cb-dcbe-475e-aae2-5cd100398ce6,bc233657-babe-4732-b78f-26e216b55361,Design,22,82.2,2025-11-17T20:33:44.410329,2025-11-17T20:33:44.410330
134040c8-e74e-4e49-bbf0-ee5ca1373566,bc233657-babe-4732-b78f-26e216b55361,Marketing,67,90.4,2025-11-17T20:33:44.410337,2025-11-17T20:33:44.410338
23497c6a-d1ee-4c42-a36f-010c40b358db,bc233657-babe-4732-b78f-26e216b55361,Sales,139,78.8,2025-11-17T20:33:44.410344,2025-11-17T20:33:44.410345
ac9dd794-6300-4531-a8f0-74fc8ac4e923,bc233657-babe-4732-b78f-26e216b55361,Customer Success,28,72.7,2025-11-17T20:33:44.410355,2025-11-17T20:33:44.410356
d016c4e4-74f6-422e-9929-d87857c00c5c,bc233657-babe-4732-b78f-26e216b55361,Operations,42,83.2,2025-11-17T20:33:44.410362,2025-11-17T20:33:44.410363
593a3e84-9cd9-47b0-a457-bb79adb70b0f,bc233657-babe-4732-b78f-26e216b55361,Finance,61,93.7,2025-11-17T20:33:44.410374,2025-11-17T20:33:44.410375
56295ca0-b70c-470c-8b41-55d6d4b25465,bc233657-babe-4732-b78f-26e216b55361,HR,149,67.6,2025-11-17T20:33:44.410386,2025-11-17T20:33:44.410387
2633da6c-9456-41c0-9abd-f55f7a66a183,bc233657-babe-4732-b78f-26e216b55361,Legal,145,82.2,2025-11-17T20:33:44.410401,2025-11-17T20:33:44.410402
86b0a7af-7607-453e-9374-119fbd86e346,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Engineering,170,80.4,2025-11-17T20:33:44.443960,2025-11-17T20:33:44.443961
4152d4e1-bea6-4aa5-b15d-b5f9001a7ac3,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Product,58,86.9,2025-11-17T20:33:44.443968,2025-11-17T20:33:44.443969
39ffefd7-bdbc-41e1-a90c-bdcb90389958,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Design,120,82.9,2025-11-17T20:33:44.443977,2025-11-17T20:33:44.443979
a8a27bea-5e83-4802-b020-a211601fe222,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Marketing,135,69.3,2025-11-17T20:33:44.443992,2025-11-17T20:33:44.443993
3b7df199-194b-4150-ad91-8df7f721969f,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Sales,117,66.6,2025-11-17T20:33:44.444005,2025-11-17T20:33:44.444006
ebf661b9-23de-4f56-bd6d-4250d9545a53,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Customer Success,14,63.4,2025-11-17T20:33:44.444020,2025-11-17T20:33:44.444021
013bca28-5fdf-4f6b-8573-ea07021169ea,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Operations,89,61.1,2025-11-17T20:33:44.444032,2025-11-17T20:33:44.444033
cbbaa843-ef87-4cd0-8ec8-059a304939ff,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Finance,118,89.0,2025-11-17T20:33:44.444043,2025-11-17T20:33:44.444044
30e25605-7acc-483c-8046-e2336497dba7,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,HR,144,60.3,2025-11-17T20:33:44.444054,2025-11-17T20:33:44.444055
c823ea2f-ed38-4050-9ebc-28f398cb7c6a,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Legal,125,75.6,2025-11-17T20:33:44.444063,2025-11-17T20:33:44.444064
7ce2b3a2-bc96-4469-ab25-c386af76d44e,f856ace8-12a1-4915-96b4-b915acb7f177,Engineering,110,61.0,2025-11-17T20:33:44.452977,2025-11-17T20:33:44.452978
f06e4393-c664-4536-818b-079281cc2c80,f856ace8-12a1-4915-96b4-b915acb7f177,Product,79,63.2,2025-11-17T20:33:44.452986,2025-11-17T20:33:44.452987
560e9f13-65a6-473f-80f4-b9082ef333d0,f856ace8-12a1-4915-96b4-b915acb7f177,Design,113,81.5,2025-11-17T20:33:44.452994,2025-11-17T20:33:44.452995
cc8aa86a-fd0b-46fd-87d8-370dc3cce48a,f856ace8-12a1-4915-96b4-b915acb7f177,Marketing,15,82.6,2025-11-17T20:33:44.453005,2025-11-17T20:33:44.453006
5b2bc483-d73c-4dbc-94f2-da0404b084ec,f856ace8-12a1-4915-96b4-b915acb7f177,Sales,54,76.0,2025-11-17T20:33:44.453017,2025-11-17T20:33:44.453018
1735214c-be5a-40be-80a2-8f964edbaae9,f856ace8-12a1-4915-96b4-b915acb7f177,Customer Success,45,77.6,2025-11-17T20:33:44.453039,2025-11-17T20:33:44.453040
5eb84767-aacd-4d40-bae2-be3798845fb2,f856ace8-12a1-4915-96b4-b915acb7f177,Operations,94,65.5,2025-11-17T20:33:44.453063,2025-11-17T20:33:44.453066
2b104fd8-b8e9-495e-9fd6-7f1fc5d14f20,f856ace8-12a1-4915-96b4-b915acb7f177,Finance,156,70.9,2025-11-17T20:33:44.453072,2025-11-17T20:33:44.453072
6ee05e30-d0dc-4709-ad18-9b1d26e152d4,f856ace8-12a1-4915-96b4-b915acb7f177,HR,199,77.6,2025-11-17T20:33:44.453084,2025-11-17T20:33:44.453084
2ca6d532-76ce-49fd-8528-11baff8e306d,f856ace8-12a1-4915-96b4-b915acb7f177,Legal,53,94.5,2025-11-17T20:33:44.453093,2025-11-17T20:33:44.453094
5f8b59f7-0677-4265-b492-0355e39aa7fa,271c5fe7-9739-419b-9031-53df2444ec52,Engineering,131,64.1,2025-11-17T20:33:44.471815,2025-11-17T20:33:44.471817
6d07076c-a38f-4e32-8452-f3251a85b2ce,271c5fe7-9739-419b-9031-53df2444ec52,Product,96,94.4,2025-11-17T20:33:44.471833,2025-11-17T20:33:44.471835
fc916d2e-2fdc-4f1b-bd13-262de323896a,271c5fe7-9739-419b-9031-53df2444ec52,Design,103,80.7,2025-11-17T20:33:44.471843,2025-11-17T20:33:44.471845
45e59243-c23e-44e0-9a81-fc8deff95526,271c5fe7-9739-419b-9031-53df2444ec52,Marketing,28,85.9,2025-11-17T20:33:44.471852,2025-11-17T20:33:44.471853
4e5fc066-1606-4839-bdda-bd896bb8f8ac,271c5fe7-9739-419b-9031-53df2444ec52,Sales,145,61.9,2025-11-17T20:33:44.471865,2025-11-17T20:33:44.471866
317eaca6-0839-4f42-b58d-e15e6c9bc7c1,271c5fe7-9739-419b-9031-53df2444ec52,Customer Success,114,63.6,2025-11-17T20:33:44.471880,2025-11-17T20:33:44.471882
2ebcb641-10f6-4ee8-8b70-74b06d6963b1,271c5fe7-9739-419b-9031-53df2444ec52,Operations,173,80.6,2025-11-17T20:33:44.471899,2025-11-17T20:33:44.471901
e0e5bbc8-b8bd-423b-a2d6-e3963e504eb7,271c5fe7-9739-419b-9031-53df2444ec52,Finance,19,71.0,2025-11-17T20:33:44.471915,2025-11-17T20:33:44.471917
f3dcd60b-ebd9-4caa-a88f-6e977f9d10f6,271c5fe7-9739-419b-9031-53df2444ec52,HR,74,68.2,2025-11-17T20:33:44.471931,2025-11-17T20:33:44.471932
3c52a94d-dac2-4547-9f2d-1fa4053ea3ad,271c5fe7-9739-419b-9031-53df2444ec52,Legal,54,67.3,2025-11-17T20:33:44.471943,2025-11-17T20:33:44.471945
08b908c4-661a-490e-97d7-311af9859544,06f99088-7e28-432c-b060-7420064cdb73,Engineering,191,82.5,2025-11-17T20:33:44.498828,2025-11-17T20:33:44.498829
a4e8ccca-5de9-4936-944f-c84ca4b96fa0,06f99088-7e28-432c-b060-7420064cdb73,Product,68,88.2,2025-11-17T20:33:44.498836,2025-11-17T20:33:44.498837
9ffe1d7e-67dc-463a-8121-930b0923db5b,06f99088-7e28-432c-b060-7420064cdb73,Design,75,66.3,2025-11-17T20:33:44.498844,2025-11-17T20:33:44.498845
e83c1c8e-9077-4835-94c9-08efd2ef1b9e,06f99088-7e28-432c-b060-7420064cdb73,Marketing,96,77.8,2025-11-17T20:33:44.498861,2025-11-17T20:33:44.498862
91834b93-da1f-40ec-ad2f-12a8c9f7102b,06f99088-7e28-432c-b060-7420064cdb73,Sales,71,65.7,2025-11-17T20:33:44.498869,2025-11-17T20:33:44.498870
e66f702a-79e0-4eb8-962f-46ba06517b98,06f99088-7e28-432c-b060-7420064cdb73,Customer Success,60,72.2,2025-11-17T20:33:44.498877,2025-11-17T20:33:44.498878
a74cedb8-bee4-4901-adc1-76606b13375f,06f99088-7e28-432c-b060-7420064cdb73,Operations,40,82.6,2025-11-17T20:33:44.498885,2025-11-17T20:33:44.498886
1f6faeba-5e70-47bc-a7ac-f01a21de9346,06f99088-7e28-432c-b060-7420064cdb73,Finance,100,83.1,2025-11-17T20:33:44.498896,2025-11-17T20:33:44.498897
a41b62fb-99ef-4416-8d24-94b73d1ed37d,06f99088-7e28-432c-b060-7420064cdb73,HR,102,87.8,2025-11-17T20:33:44.498903,2025-11-17T20:33:44.498904
17b0359d-1854-40c5-9369-651809a60c02,06f99088-7e28-432c-b060-7420064cdb73,Legal,115,63.0,2025-11-17T20:33:44.498909,2025-11-17T20:33:44.498910
61c2a561-5ac1-40d9-ab98-f595e7367748,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Engineering,22,64.8,2025-11-17T20:33:44.542268,2025-11-17T20:33:44.542270
6b9fda9b-d5dd-4912-a10a-7edaec550b03,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Product,85,87.0,2025-11-17T20:33:44.542285,2025-11-17T20:33:44.542286
08c436a8-34db-48f5-ab8e-3bfb662ed3dd,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Design,116,81.5,2025-11-17T20:33:44.542295,2025-11-17T20:33:44.542297
18fdf206-49e8-4109-989d-a5120f832b24,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Marketing,107,77.3,2025-11-17T20:33:44.542306,2025-11-17T20:33:44.542307
c2cf8e10-6e81-4f78-afc4-9458644a7576,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Sales,156,83.8,2025-11-17T20:33:44.542316,2025-11-17T20:33:44.542318
7d1537ec-6df2-4904-a91a-7df167cb75c2,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Customer Success,23,91.8,2025-11-17T20:33:44.542339,2025-11-17T20:33:44.542341
