id,organizationId,name,description,dimension,priority,adoptionRate,behaviorCount,createdAt,updatedAt
4f5fa3cc-f668-4afe-bec0-1c9701932173,16515368-eaa7-4613-9890-9e32f0aeb2ba,Empowerment,Foster empowerment across the organization,Individual,5,70.0,467,2025-02-15T20:33:44.266435,2025-11-17T20:33:44.266436
2349b590-b5e4-4441-bfb4-4cb678a2e016,16515368-eaa7-4613-9890-9e32f0aeb2ba,Excellence,Pursue excellence across the organization,Individual,2,89.8,114,2024-12-22T20:33:44.266444,2025-11-17T20:33:44.266446
6c09cca7-6509-4576-a1d5-6baf43d39c47,16515368-eaa7-4613-9890-9e32f0aeb2ba,Collaboration,Pursue collaboration across the organization,Individual,5,81.7,322,2024-12-09T20:33:44.266458,2025-11-17T20:33:44.266460
2a376a29-5a8b-41fb-9f62-c648d66b3e37,497bcb7e-9da5-40e5-8031-e847512b8e93,Sustainability,Pursue sustainability across the organization,Team,5,88.6,283,2025-03-01T20:33:44.292968,2025-11-17T20:33:44.292971
8fa7e462-0692-48a8-913a-fbf17369d052,497bcb7e-9da5-40e5-8031-e847512b8e93,Diversity,Create diversity across the organization,Individual,2,48.3,74,2025-07-24T20:33:44.292981,2025-11-17T20:33:44.292984
2b577f3b-aadb-4155-a7c6-8ce83693cad1,497bcb7e-9da5-40e5-8031-e847512b8e93,Integrity,Drive integrity across the organization,Team,3,79.7,329,2024-12-18T20:33:44.292991,2025-11-17T20:33:44.292993
7e2f86ae-d4c1-4ebd-a8c2-b2eab215d3f9,497bcb7e-9da5-40e5-8031-e847512b8e93,Accountability,Enable accountability across the organization,Team,1,56.3,79,2025-07-22T20:33:44.293000,2025-11-17T20:33:44.293002
f0dd187c-e1f6-47bf-9040-ac83fe0ef8b5,497bcb7e-9da5-40e5-8031-e847512b8e93,Respect,Foster respect across the organization,Organizational,1,51.6,156,2025-06-07T20:33:44.293010,2025-11-17T20:33:44.293011
911e7ee2-940d-467f-b722-4eeaaef71cd7,497bcb7e-9da5-40e5-8031-e847512b8e93,Collaboration,Drive collaboration across the organization,Organizational,4,95.0,486,2024-12-23T20:33:44.293023,2025-11-17T20:33:44.293025
d9c052e6-5e9a-464b-a209-8ca89e6d447e,497bcb7e-9da5-40e5-8031-e847512b8e93,Innovation,Champion innovation across the organization,Individual,4,41.5,437,2025-01-12T20:33:44.293035,2025-11-17T20:33:44.293037
523c6f1d-e696-4f84-bcbf-16d1ac14b923,497bcb7e-9da5-40e5-8031-e847512b8e93,Agility,Demonstrate agility across the organization,Organizational,4,75.3,24,2025-06-19T20:33:44.293043,2025-11-17T20:33:44.293045
c069a6cf-c0da-488a-b9d3-322e1c1c7597,497bcb7e-9da5-40e5-8031-e847512b8e93,Transparency,Enable transparency across the organization,Organizational,4,47.8,51,2025-01-09T20:33:44.293052,2025-11-17T20:33:44.293054
33efb9d6-1271-42a4-b141-10b2eed4c063,497bcb7e-9da5-40e5-8031-e847512b8e93,Empowerment,Enable empowerment across the organization,Individual,2,52.9,145,2025-02-01T20:33:44.293065,2025-11-17T20:33:44.293066
ca39f702-745b-4b76-a3a5-aaa46f51b5b6,6031510e-9ab6-4a91-8041-36d78c7abedb,Sustainability,Build sustainability across the organization,Individual,4,48.6,244,2025-05-17T20:33:44.313348,2025-11-17T20:33:44.313351
272c6576-5b74-4805-9cf1-61869a38d210,6031510e-9ab6-4a91-8041-36d78c7abedb,Empowerment,Foster empowerment across the organization,Individual,4,73.9,21,2025-01-30T20:33:44.313359,2025-11-17T20:33:44.313362
8b0aba61-a698-4c15-89ce-b6e42a539198,6031510e-9ab6-4a91-8041-36d78c7abedb,Transparency,Demonstrate transparency across the organization,Individual,2,94.3,310,2025-01-26T20:33:44.313370,2025-11-17T20:33:44.313372
deb69289-b7af-4fb5-8813-7909d740a90a,6031510e-9ab6-4a91-8041-36d78c7abedb,Collaboration,Embrace collaboration across the organization,Individual,4,59.6,34,2025-06-21T20:33:44.313379,2025-11-17T20:33:44.313381
ac0267ff-f79f-4e02-90df-7ab525b78f06,6031510e-9ab6-4a91-8041-36d78c7abedb,Agility,Champion agility across the organization,Team,1,56.3,350,2025-08-14T20:33:44.313392,2025-11-17T20:33:44.313396
900515b6-8517-460f-90da-f35df39c61f5,6031510e-9ab6-4a91-8041-36d78c7abedb,Diversity,Embrace diversity across the organization,Team,1,88.8,223,2025-08-17T20:33:44.313409,2025-11-17T20:33:44.313410
e8a0565f-fed8-43f8-beb4-f21ad2080e38,09713e14-8a54-474e-a48a-64a44426ede0,Respect,Demonstrate respect across the organization,Organizational,1,79.5,271,2024-12-08T20:33:44.328337,2025-11-17T20:33:44.328339
4706c196-6b5d-47cf-8540-f0018fbdd712,09713e14-8a54-474e-a48a-64a44426ede0,Customer Focus,Enable customer focus across the organization,Team,4,69.2,259,2025-05-10T20:33:44.328347,2025-11-17T20:33:44.328349
69100b1f-c586-40dc-9842-bc08e6b20a93,09713e14-8a54-474e-a48a-64a44426ede0,Sustainability,Pursue sustainability across the organization,Organizational,3,83.1,159,2025-01-21T20:33:44.328361,2025-11-17T20:33:44.328364
8cb80a2a-7711-4405-b6a4-22c956d2d535,09713e14-8a54-474e-a48a-64a44426ede0,Innovation,Embrace innovation across the organization,Team,2,67.6,199,2025-04-24T20:33:44.328371,2025-11-17T20:33:44.328373
77bd1ef3-5d8d-4a78-a39d-33c3853143e3,09713e14-8a54-474e-a48a-64a44426ede0,Integrity,Pursue integrity across the organization,Team,3,83.0,228,2025-06-01T20:33:44.328379,2025-11-17T20:33:44.328381
a075d554-3e60-477b-a267-7afe0d898c41,09713e14-8a54-474e-a48a-64a44426ede0,Excellence,Drive excellence across the organization,Team,4,58.8,260,2025-04-26T20:33:44.328401,2025-11-17T20:33:44.328403
5ac7d0f5-e905-4530-8407-8c30634cb2e3,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Respect,Build respect across the organization,Team,5,61.0,477,2025-04-19T20:33:44.356243,2025-11-17T20:33:44.356245
d9957581-8577-4bab-9ad8-b44e6ccb8291,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Integrity,Pursue integrity across the organization,Team,2,81.6,406,2025-01-17T20:33:44.356253,2025-11-17T20:33:44.356255
ad37acef-c92f-41af-9a06-baaeb6a27ade,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Sustainability,Champion sustainability across the organization,Individual,2,83.0,463,2025-07-06T20:33:44.356265,2025-11-17T20:33:44.356267
3c98b1a0-f67a-4657-a329-d6a9f5977207,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Innovation,Demonstrate innovation across the organization,Organizational,2,55.9,404,2025-06-30T20:33:44.356280,2025-11-17T20:33:44.356282
b217c3c3-f848-497c-9520-4c466246ae6b,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Empowerment,Create empowerment across the organization,Team,3,53.7,458,2025-06-10T20:33:44.356288,2025-11-17T20:33:44.356292
6bd6365e-ad21-4484-bbab-6ad3e3110f7e,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Transparency,Build transparency across the organization,Team,1,72.2,123,2025-04-10T20:33:44.356301,2025-11-17T20:33:44.356303
0fac3c44-446a-4368-b967-004a7477b371,4ed7866c-d31b-42aa-8b74-5094e869c4d3,Agility,Champion agility across the organization,Individual,3,85.1,117,2025-04-24T20:33:44.356311,2025-11-17T20:33:44.356312
3b748fbb-e4f0-4c72-a6f9-794833cf82a3,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Respect,Embrace respect across the organization,Team,5,94.4,171,2025-06-16T20:33:44.385846,2025-11-17T20:33:44.385849
c4256c31-723d-4e09-a974-778aaaab2d50,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Integrity,Drive integrity across the organization,Team,4,50.6,233,2025-04-03T20:33:44.385862,2025-11-17T20:33:44.385864
d55b2d5b-40cc-4566-b2b2-d29772ca4085,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Agility,Enable agility across the organization,Team,1,59.4,80,2025-01-01T20:33:44.385872,2025-11-17T20:33:44.385874
b25909ce-f546-426a-95a2-ffe8770714e2,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Sustainability,Embrace sustainability across the organization,Individual,2,48.9,129,2025-07-26T20:33:44.385882,2025-11-17T20:33:44.385883
70e46a0f-82a7-4ca1-a396-5d3fea4d949c,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Innovation,Create innovation across the organization,Team,3,70.8,18,2025-02-18T20:33:44.385891,2025-11-17T20:33:44.385893
6717d85c-f014-4afd-9c83-fbba0e8d8f60,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Excellence,Build excellence across the organization,Team,5,50.1,461,2025-02-28T20:33:44.385904,2025-11-17T20:33:44.385907
64fc8bbc-6334-4077-bb6c-4b0669667b6d,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Collaboration,Embrace collaboration across the organization,Organizational,3,65.9,269,2025-06-25T20:33:44.385921,2025-11-17T20:33:44.385923
a32e7d4a-d9ec-413c-bc3c-511a23f43d5b,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Accountability,Build accountability across the organization,Team,4,70.5,166,2025-04-17T20:33:44.385930,2025-11-17T20:33:44.385932
c4c8571e-a347-4788-9627-6825bcae6ae6,543ad69e-2c6c-47b8-b2c1-b4a2238a5985,Transparency,Demonstrate transparency across the organization,Organizational,5,51.6,478,2024-12-30T20:33:44.385939,2025-11-17T20:33:44.385941
c1dbaf27-63a2-4007-bbd2-6447d3cf7af2,bc233657-babe-4732-b78f-26e216b55361,Collaboration,Demonstrate collaboration across the organization,Individual,5,83.9,343,2025-03-01T20:33:44.418069,2025-11-17T20:33:44.418072
ae6fb65f-a543-4c5f-9372-2aa9fc1c0728,bc233657-babe-4732-b78f-26e216b55361,Agility,Embrace agility across the organization,Individual,4,85.4,298,2025-02-20T20:33:44.418080,2025-11-17T20:33:44.418082
c7e61765-84d7-43be-b4f6-8b65d12ddec2,bc233657-babe-4732-b78f-26e216b55361,Diversity,Drive diversity across the organization,Organizational,2,78.3,117,2025-07-24T20:33:44.418088,2025-11-17T20:33:44.418090
19479553-cf54-450e-8828-51243140e7cd,bc233657-babe-4732-b78f-26e216b55361,Innovation,Foster innovation across the organization,Organizational,4,80.0,71,2025-02-05T20:33:44.418097,2025-11-17T20:33:44.418099
e0f5a7b7-acf2-4cd0-ab07-dea5da637fd8,bc233657-babe-4732-b78f-26e216b55361,Accountability,Champion accountability across the organization,Organizational,1,67.0,351,2025-06-07T20:33:44.418106,2025-11-17T20:33:44.418110
a69d7684-6046-43e7-8aca-8ada92c82048,bc233657-babe-4732-b78f-26e216b55361,Excellence,Create excellence across the organization,Individual,5,61.7,256,2025-04-22T20:33:44.418132,2025-11-17T20:33:44.418134
7746c64e-d477-41af-8813-61c4db7c9e7b,bc233657-babe-4732-b78f-26e216b55361,Integrity,Create integrity across the organization,Team,2,69.4,69,2025-02-18T20:33:44.418141,2025-11-17T20:33:44.418142
cf6f37cb-ed9c-49bf-b698-a929ce46a12f,bc233657-babe-4732-b78f-26e216b55361,Empowerment,Create empowerment across the organization,Organizational,4,67.6,208,2025-05-15T20:33:44.418149,2025-11-17T20:33:44.418151
18277bb9-9af5-4dfe-adfe-e53eabc6a169,bc233657-babe-4732-b78f-26e216b55361,Customer Focus,Create customer focus across the organization,Team,1,73.5,293,2025-01-17T20:33:44.418157,2025-11-17T20:33:44.418159
cba326e4-d440-4139-b12a-9c70554d26ba,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Empowerment,Create empowerment across the organization,Team,1,75.5,428,2025-04-06T20:33:44.446078,2025-11-17T20:33:44.446080
97537724-4942-46b3-81bb-379c08f073f5,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Innovation,Create innovation across the organization,Individual,1,47.1,255,2025-01-27T20:33:44.446087,2025-11-17T20:33:44.446089
8dd23094-45c7-4979-a866-4c787cfe4506,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Sustainability,Pursue sustainability across the organization,Individual,5,94.3,25,2025-01-30T20:33:44.446096,2025-11-17T20:33:44.446098
49dbf43d-cc58-4493-b9d9-c5252b8462a1,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Transparency,Pursue transparency across the organization,Organizational,3,73.3,168,2025-08-16T20:33:44.446104,2025-11-17T20:33:44.446106
80b7fa24-42e3-447e-a4ac-cd0c8d7901ef,567c5c32-9f20-4cb6-9ef2-db2cc27266a5,Excellence,Champion excellence across the organization,Organizational,5,46.4,172,2025-01-02T20:33:44.446112,2025-11-17T20:33:44.446121
c4de9144-1897-43c3-a162-f1bee64f27fd,f856ace8-12a1-4915-96b4-b915acb7f177,Excellence,Drive excellence across the organization,Individual,2,48.8,109,2024-11-24T20:33:44.456751,2025-11-17T20:33:44.456753
1416f377-4f2c-4bce-99d4-c7841498c816,f856ace8-12a1-4915-96b4-b915acb7f177,Empowerment,Enable empowerment across the organization,Organizational,1,50.7,138,2025-04-09T20:33:44.456762,2025-11-17T20:33:44.456764
ea8d506f-aa96-41ae-88e6-1c2a7a2ec512,f856ace8-12a1-4915-96b4-b915acb7f177,Collaboration,Embrace collaboration across the organization,Organizational,5,63.0,466,2025-04-13T20:33:44.456773,2025-11-17T20:33:44.456775
f61f0143-1605-47b9-81b6-3b4996377b74,f856ace8-12a1-4915-96b4-b915acb7f177,Integrity,Pursue integrity across the organization,Team,5,85.5,69,2025-07-13T20:33:44.456783,2025-11-17T20:33:44.456784
27ea978e-47f9-43a7-8735-f31c13ed3ed5,f856ace8-12a1-4915-96b4-b915acb7f177,Sustainability,Foster sustainability across the organization,Team,2,78.6,179,2025-05-08T20:33:44.456792,2025-11-17T20:33:44.456794
2df5eac2-a896-4907-bd0e-c85c6bed6c31,f856ace8-12a1-4915-96b4-b915acb7f177,Agility,Demonstrate agility across the organization,Organizational,5,84.3,37,2024-12-08T20:33:44.456809,2025-11-17T20:33:44.456811
ca4fda2d-3e62-481f-9d33-016719723b58,f856ace8-12a1-4915-96b4-b915acb7f177,Diversity,Champion diversity across the organization,Organizational,4,70.3,103,2025-08-18T20:33:44.456819,2025-11-17T20:33:44.456821
e0128a9f-0f52-42a8-9ca0-3203087958bf,f856ace8-12a1-4915-96b4-b915acb7f177,Customer Focus,Demonstrate customer focus across the organization,Team,4,91.3,104,2025-08-09T20:33:44.456829,2025-11-17T20:33:44.456830
a983364f-b5cf-4207-98ac-b520e761755e,f856ace8-12a1-4915-96b4-b915acb7f177,Accountability,Cultivate accountability across the organization,Organizational,3,49.2,36,2025-01-11T20:33:44.456838,2025-11-17T20:33:44.456840
9c1ca919-9b94-4bbe-b3d1-a3685e4fd23a,f856ace8-12a1-4915-96b4-b915acb7f177,Innovation,Drive innovation across the organization,Individual,1,60.3,202,2025-03-25T20:33:44.456847,2025-11-17T20:33:44.456849
87884ca8-ce58-47e7-a583-06c5a0091a33,271c5fe7-9739-419b-9031-53df2444ec52,Diversity,Foster diversity across the organization,Individual,3,68.1,303,2024-11-17T20:33:44.479535,2025-11-17T20:33:44.479537
69bce707-424d-4fec-8418-ac5a8199ce6d,271c5fe7-9739-419b-9031-53df2444ec52,Empowerment,Enable empowerment across the organization,Team,5,76.2,354,2025-06-19T20:33:44.479547,2025-11-17T20:33:44.479549
8f0b3281-1815-41e4-869b-eda9176622a4,271c5fe7-9739-419b-9031-53df2444ec52,Collaboration,Pursue collaboration across the organization,Organizational,3,57.6,306,2025-03-01T20:33:44.479558,2025-11-17T20:33:44.479560
f40eeecf-178e-46ed-a782-0bf0a93df8ed,271c5fe7-9739-419b-9031-53df2444ec52,Customer Focus,Champion customer focus across the organization,Team,3,43.0,186,2025-03-18T20:33:44.479585,2025-11-17T20:33:44.479587
864a7514-ba88-4e4c-a38d-6c150157ad73,271c5fe7-9739-419b-9031-53df2444ec52,Excellence,Champion excellence across the organization,Team,2,90.3,113,2025-01-20T20:33:44.479595,2025-11-17T20:33:44.479597
eeafb32f-4914-451e-83c0-0195b845405f,271c5fe7-9739-419b-9031-53df2444ec52,Transparency,Cultivate transparency across the organization,Team,1,74.2,264,2025-01-24T20:33:44.479610,2025-11-17T20:33:44.479612
515a5ef5-dfad-4c44-a9a3-17e3b5e4becc,271c5fe7-9739-419b-9031-53df2444ec52,Respect,Cultivate respect across the organization,Organizational,5,41.3,422,2025-02-09T20:33:44.479620,2025-11-17T20:33:44.479622
62d1651a-12a1-4dee-9b9d-97c7296f406c,271c5fe7-9739-419b-9031-53df2444ec52,Sustainability,Enable sustainability across the organization,Individual,5,70.2,365,2024-12-18T20:33:44.479630,2025-11-17T20:33:44.479632
dd17cd0e-d1dc-4878-ac56-dbd698cb6454,271c5fe7-9739-419b-9031-53df2444ec52,Agility,Cultivate agility across the organization,Team,1,51.7,286,2025-01-05T20:33:44.479640,2025-11-17T20:33:44.479641
364bf74e-ef35-4dd6-8769-7672d9ba4f81,271c5fe7-9739-419b-9031-53df2444ec52,Integrity,Build integrity across the organization,Organizational,2,77.6,82,2025-05-15T20:33:44.479649,2025-11-17T20:33:44.479651
b47a85de-5aad-4141-b84c-53033cb1c78f,06f99088-7e28-432c-b060-7420064cdb73,Customer Focus,Cultivate customer focus across the organization,Individual,4,91.9,64,2024-11-21T20:33:44.508087,2025-11-17T20:33:44.508092
b32b632f-29e7-449c-91ac-dcd871ed4ea8,06f99088-7e28-432c-b060-7420064cdb73,Integrity,Enable integrity across the organization,Team,1,49.8,130,2025-03-28T20:33:44.508102,2025-11-17T20:33:44.508104
31c1b02b-3ef5-47b8-a4e5-104ad1519d15,06f99088-7e28-432c-b060-7420064cdb73,Transparency,Demonstrate transparency across the organization,Individual,5,92.9,193,2025-07-09T20:33:44.508112,2025-11-17T20:33:44.508124
6a53f4f2-9399-4db9-a215-ea637349bce9,06f99088-7e28-432c-b060-7420064cdb73,Accountability,Champion accountability across the organization,Organizational,1,77.9,76,2025-05-07T20:33:44.508135,2025-11-17T20:33:44.508137
7eece0e3-af32-49f8-9575-ef4060b09d9e,06f99088-7e28-432c-b060-7420064cdb73,Collaboration,Cultivate collaboration across the organization,Organizational,1,56.5,368,2025-06-12T20:33:44.508146,2025-11-17T20:33:44.508148
e1957365-3012-4324-9e09-e1e696190bf8,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Agility,Champion agility across the organization,Organizational,3,55.4,295,2025-06-16T20:33:44.545526,2025-11-17T20:33:44.545529
acc3270b-e916-4bfa-9669-05d81d9c42ef,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Excellence,Enable excellence across the organization,Team,4,85.2,61,2024-12-05T20:33:44.545538,2025-11-17T20:33:44.545540
7a847fba-4b6f-445e-94fd-08d9d63c45f3,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Innovation,Demonstrate innovation across the organization,Team,2,82.6,10,2025-02-13T20:33:44.545548,2025-11-17T20:33:44.545550
7ffd97cc-ac7b-44e5-a24b-f6f73e32f0dd,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Integrity,Foster integrity across the organization,Team,2,54.9,20,2025-04-09T20:33:44.545558,2025-11-17T20:33:44.545560
25fabd6e-089e-47b9-b4f6-e2dcf8c2e504,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Empowerment,Demonstrate empowerment across the organization,Team,5,51.7,109,2024-12-20T20:33:44.545567,2025-11-17T20:33:44.545569
d9f2e224-00af-4272-bcdf-6c7627d32f98,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Transparency,Drive transparency across the organization,Team,1,75.1,79,2025-02-18T20:33:44.545583,2025-11-17T20:33:44.545585
0226bfd9-9750-4b86-8826-23f62854d1c2,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Accountability,Foster accountability across the organization,Team,2,63.4,294,2025-01-13T20:33:44.545596,2025-11-17T20:33:44.545598
9fdbb070-9e25-4b66-a064-b8eca0a8424a,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Collaboration,Embrace collaboration across the organization,Organizational,3,94.9,83,2024-12-02T20:33:44.545605,2025-11-17T20:33:44.545607
56ec63d3-72af-447c-b426-933ef7088535,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Respect,Drive respect across the organization,Team,5,58.2,209,2025-02-22T20:33:44.545615,2025-11-17T20:33:44.545617
dfc128da-e851-4253-8d28-b59be9d9488c,f87be78c-30bd-4c50-b424-6bdf3a6902b1,Diversity,Drive diversity across the organization,Organizational,3,62.0,214,2025-05-01T20:33:44.545627,2025-11-17T20:33:44.545629
c374c35d-c5e9-46a0-98f6-a314495b013e,c37805f3-0cfa-4cf7-9328-d9b9514cfa0e,Customer Focus,Build customer focus across the organization,Team,4,72.4,444,2025-05-02T20:33:44.559763,2025-11-17T20:33:44.559765
df74c2ec-0024-428f-ba3f-b80aaff0613a,c37805f3-0cfa-4cf7-9328-d9b9514cfa0e,Collaboration,Drive collaboration across the organization,Team,5,45.3,479,2024-12-28T20:33:44.559773,2025-11-17T20:33:44.559775
e2bee333-6a07-45e9-9d36-b05bc11f06a5,c37805f3-0cfa-4cf7-9328-d9b9514cfa0e,Respect,Enable respect across the organization,Individual,1,59.8,51,2025-07-10T20:33:44.559782,2025-11-17T20:33:44.559784
096df243-8e8f-4348-b6ba-63c97047f680,c37805f3-0cfa-4cf7-9328-d9b9514cfa0e,Agility,Embrace agility across the organization,Organizational,5,56.5,479,2025-03-21T20:33:44.559791,2025-11-17T20:33:44.559793
